B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"3541055","3","60","4","0","11","3","",10,"0","00","3","","","","354",35.75,"SANTA FE, New Mexico, United States",89913,"1055",-105.91667,"","02166","","0","3600","American Kestrel","000113490",07/05/1924,"05","07","1924","",0,"3541055","60","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","3","","00","354",35.75,"",,"1055",-105.91667,"","","03","","","35","20","00",07/09/1924,"09","07","1924",0,.08,"000113490","","Y"
"4130812","3","66","UK","0","11","3","",10,"0","00","2","","","","413",41.58333,"WILLOUGHBY, Ohio, United States",109611,"0812",-81.41667,"","02012","","0","3600","American Kestrel","001021531",06/18/1916,"18","06","1916","WSW",20.7,"4120814","66","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","01","412",41.41667,"",,"0814",-81.75,"","","03","","","39","20","00",07/12/1917,"12","07","1917",1,1.08,"001021531","","N"
"3721215","4","14","3","0","11","3","",10,"0","00","4","","","","372",37.41667,"SAN JOSE, California, United States",28301,"1215",-121.91667,"","05372","","5","3600","American Kestrel","054398167",07/10/1956,"10","07","1956","",0,"3721215","14","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","21","372",37.41667,"",,"1215",-121.91667,"","","00","","","06","20","00",07/29/1956,"29","07","1956",0,.08,"054398167","","Y"
"4000751","2","72","4","0","11","3","",10,"0","00","1","","","","400",40.08333,"Pennsylvania, United States",96129,"0751",-75.25,"","02211","","0","3600","American Kestrel","037410812",06/11/1939,"11","06","1939","N",23,"4020751","72","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","00","402",40.41667,"",,"0751",-75.25,"","","03","","","42","20","00",,"41","08","1940",2,1.17,"037410812","","N"
"4030754","4","72","3B","0","11","3","",10,"0","00","1","","","","403",40.58333,"GRIMVILLE, Pennsylvania, United States",13001,"0754",-75.75,"","09492","","4","3600","American Kestrel","149314598",06/16/1990,"16","06","1990","SSE",106.2,"3910744","59","","9","E","B#33311; C#5394",10,"US","000",12/31/1994,"12","1994","0","","1","","66","391",39.25,"",,"0744",-74.75,"","","08","","","34","23","01",03/27/1993,"27","03","1993",3,2.75,"149314598","2003-03310; ","N"
"3810853","1","39","4","0","11","3","Fix HP longitude to correspond to long deg blk.",33,"0","00","2","","","","381",38.25,"Kentucky, United States",107839,"0853",-85.5,"","05411","","5","3600","American Kestrel","037400609",09/01/1945,"01","09","1945","SW",893.5,"2920965","83","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","3","","98","292",29.41667,"",,"0965",-96.91667,"","","00","","","48","20","00",10/01/1946,"01","10","1946",99,,"037400609","","N"
"4001050","0","17","3","0","11","3","",10,"0","00","3","","","","400",40.08333,"LONGMONT, Colorado, United States",136211,"1050",-105.08333,"","06549","","5","3600","American Kestrel","064347932",12/28/1959,"28","12","1959","",0,"4001050","17","","9","E","B#00000; create date from C#0860",10,"US","000",08/31/1960,"08","1960","0","","3","","00","400",40.08333,"",,"1050",-105.08333,"","","03","","","08","23","00",05/18/1960,"18","05","1960",1,.92,"064347932","","Y"
"3831214","0","14","3","0","11","3","",10,"0","00","4","","","","383",38.58333,"DAVIS, California, United States",132537,"1214",-121.75,"","07189","","5","3600","American Kestrel","060314305",12/13/1959,"13","12","1959","E",9,"3831213","14","","9","E","B#00000; create date from C#1160",10,"US","000",11/30/1960,"11","1960","0","","4","","00","383",38.58333,"",,"1213",-121.58333,"","","03","","","06","21","00",09/17/1960,"17","09","1960",2,1.25,"060314305","","N"
"3700921","3","52","3","0","11","3","",10,"0","00","2","","","","370",37.08333,"Missouri, United States",111087,"0921",-92.25,"","04971","","4","3600","American Kestrel","039350567",05/31/1949,"31","05","1949","N",11.5,"3710921","52","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","20","371",37.25,"",,"0921",-92.25,"","","03","","","29","20","00",05/06/1950,"06","05","1950",1,1,"039350567","","N"
"3330914","0","07","3","0","11","3","",10,"0","00","2","","","","333",33.58333,"MONTICELLO, Arkansas, United States",103761,"0914",-91.75,"","05181","","0","3600","American Kestrel","036327100",02/03/1937,"03","02","1937","",0,"3330914","07","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","66","333",33.58333,"",,"0914",-91.75,"","","00","","","05","20","00",12/15/1938,"15","12","1938",2,1.83,"036327100","","Y"
"4100813","1","66","3","0","11","3","",10,"0","00","2","","","","410",41.08333,"AKRON, Ohio, United States",103779,"0813",-81.58333,"","07322","","4","3600","American Kestrel","055342105",06/02/1955,"02","06","1955","",0,"4100813","66","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","21","410",41.08333,"",,"0813",-81.58333,"","","00","","","39","20","00",06/13/1955,"13","06","1955",0,1,"055342105","","Y"
"4240710","1","47","4","0","11","3","",10,"0","00","1","","","","424",42.75,"W BOXFORD, Massachusetts, United States",86394,"0710",-71.08333,"","05825","","4","3600","American Kestrel","041410377",09/26/1949,"26","09","1949","",0,"4240710","47","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","66","424",42.75,"",,"0710",-71.08333,"","","00","","","25","20","00",02/13/1950,"13","02","1950",1,1.67,"041410377","","Y"
"3411183","1","14","3","0","11","3","",10,"0","00","4","","","","341",34.25,"CHATSWORTH, California, United States",88649,"1183",-118.58333,"","00662","","4","3600","American Kestrel","058335957",12/21/1956,"21","12","1956","S",11.5,"3401183","14","","9","E","B#00000; create date from C#0460",10,"US","000",04/30/1960,"04","1960","0","","4","","00","340",34.08333,"",,"1183",-118.58333,"","","03","","","06","21","00",01/23/1960,"23","01","1960",4,4.58,"058335957","","N"
"4210711","3","47","6","0","11","3","",10,"0","00","1","","","","421",42.25,"3 SW OF NEWTON, Massachusetts, United States",143763,"0711",-71.25,"","02092","","0","3600","American Kestrel","000368572",06/14/1929,"14","06","1929","SW",700.2,"3400785","80","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","01","340",34.08333,"",,"0785",-78.91667,"","","03","","","45","20","00",02/19/1931,"19","02","1931",2,1.67,"000368572","","N"
"4330875","2","91","3","0","11","3","",10,"0","00","2","","","","433",43.58333,"ADELL, Wisconsin, United States",104990,"0875",-87.91667,"","07365","","5","3600","American Kestrel","055329183",09/06/1956,"06","09","1956","S",851.8,"3110873","02","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","01","311",31.25,"",,"0873",-87.58333,"","","03","","","01","21","00",10/12/1957,"12","10","1957",2,1.33,"055329183","","N"
"4300875","1","91","3","0","11","3","",10,"0","00","2","","","","430",43.08333,"Wisconsin, United States",137721,"0875",-87.91667,"","06650","","4","3600","American Kestrel","048374901",04/12/1950,"12","04","1950","",0,"4300875","91","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","20","430",43.08333,"",,"0875",-87.91667,"","","03","","","55","20","00",05/26/1952,"26","05","1952",2,2.92,"048374901","","Y"
"4040812","1","66","3","0","11","3","",10,"0","00","2","","","","404",40.75,"CANTON, Ohio, United States",104968,"0812",-81.41667,"","04699","","4","3600","American Kestrel","003391027",09/30/1933,"30","09","1933","",0,"4040812","66","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","66","404",40.75,"",,"0812",-81.41667,"","","00","","","39","20","00",03/21/1934,"21","03","1934",1,1.75,"003391027","","Y"
"3900770","2","46","4","0","11","3","",10,"0","00","1","","","","390",39.08333,"Maryland, United States",86352,"0770",-77.08333,"","06017","","4","3600","American Kestrel","037403077",10/05/1948,"05","10","1948","S",143.9,"3700770","88","","9","E","B#00000 Fix HP coord to correspond to coord. prec. 8",8,"US","000",01/01/1967,"01","1967","0","","1","","01","370",37,"",,"0770",-77,"","","03","","","51","20","00",11/01/1948,"01","11","1948",1,.42,"037403077","","N"
"4450930","1","50","2","0","11","3","",10,"0","07","2","","","","445",44.91667,"ST PAUL, Minnesota, United States",4783,"0930",-93.08333,"","09669","","4","3600","American Kestrel","084205675",03/28/1983,"28","03","1983","",0,"4450930","50","","9","E","B#33481; C#3098",10,"US","000",07/29/1998,"07","1998","0","","2","","66","445",44.91667,"",,"0930",-93.08333,"","","07","","","27","23","01",03/28/1983,"28","03","1983",0,.75,"084205675","1023-31340; ","Y"
"3821212","0","14","4","0","11","3","",10,"0","00","4","","","","382",38.41667,"ELK GROVE, California, United States",133602,"1212",-121.41667,"","04885","","4","3600","American Kestrel","002444301",09/21/1933,"21","09","1933","",0,"3821212","14","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","32","382",38.41667,"",,"1212",-121.41667,"","","00","","","06","20","00",01/11/1934,"11","01","1934",1,.58,"002444301","","Y"
"3810853","1","39","4","0","11","3","Fix HP longitude to correspond to long deg blk.",33,"0","00","2","","","","381",38.25,"Kentucky, United States",107839,"0853",-85.5,"","05411","","4","3600","American Kestrel","037400610",09/03/1945,"03","09","1945","",0,"3810853","39","","9","E","B#00000 Fix HP longitude to correspond to long deg blk.",33,"US","000",01/01/1967,"01","1967","0","","2","","66","381",38.25,"",,"0853",-85.5,"","","00","","","21","20","00",08/03/1946,"03","08","1946",2,2.17,"037400610","","Y"
"5341160","1","04","3","0","11","3","",10,"0","00","6","","","","534",53.75,"ROSEVEAR, Alberta, Canada",125932,"1160",-116.08333,"","00163","","4","3600","American Kestrel","003381292",05/25/1934,"25","05","1934","SSE",2065,"2501045","48","","","","B#00000 Save MX state from lon.",12,"MX","000",01/01/1967,"01","1967","0","","7","","01","250",25.01335,"DURANGO, MEXICO",,"1045",-104.99083,"","","03","","","10","20","00",,"99","05","1936",2,2.92,"003381292","","N"
"3620821","4","82","3","0","11","3","",10,"0","00","2","","","","362",36.41667,"BLUFF CITY, Tennessee, United States",89508,"0821",-82.25,"","06428","","5","3600","American Kestrel","047305975",06/09/1951,"09","06","1951","",0,"3620821","82","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","00","362",36.41667,"",,"0821",-82.25,"","","03","","","47","20","00",06/09/1951,"09","06","1951",0,0,"047305975","","Y"
"3810853","1","39","3","0","11","3","Fix HP longitude to correspond to long deg blk.",33,"0","00","2","","","","381",38.25,"Kentucky, United States",107839,"0853",-85.5,"","05411","","4","3600","American Kestrel","038364400",12/23/1951,"23","12","1951","",0,"3810853","39","","9","E","B#00000 Fix HP longitude to correspond to long deg blk.",33,"US","000",01/01/1967,"01","1967","0","","2","","66","381",38.25,"",,"0853",-85.5,"","","00","","","21","20","00",01/24/1953,"24","01","1953",2,2.58,"038364400","","Y"
"3340894","0","51","3","0","11","3","",10,"0","00","2","","","","334",33.75,"ELLIOTT, Mississippi, United States",97908,"0894",-89.75,"","00627","","5","3600","American Kestrel","056341312",12/21/1955,"21","12","1955","",0,"3340894","51","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","01","334",33.75,"",,"0894",-89.75,"","","03","","","28","20","00",01/28/1956,"28","01","1956",1,.58,"056341312","","Y"
"4210780","2","61","3","0","11","3","",10,"0","00","1","","","","421",42.25,"BELVIDERE, New York, United States",89717,"0780",-78.08333,"","05660","","4","3600","American Kestrel","038324535",07/23/1938,"23","07","1938","",0,"4210780","61","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","09","421",42.25,"",,"0780",-78.08333,"","","03","","","36","20","00",09/01/1938,"01","09","1938",1,.25,"038324535","","Y"
"3900764","1","46","3","0","11","3","",10,"0","00","1","","","","390",39.08333,"FT MEADE, Maryland, United States",12857,"0764",-76.75,"","05718","","5","3600","American Kestrel","037342173",04/04/1944,"04","04","1944","SSW",326.8,"3430783","63","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","04","343",34.58333,"",,"0783",-78.58333,"","","03","","","37","20","00",,"74","01","1945",99,,"037342173","","N"
"3751221","2","14","3A","0","11","3","",10,"0","00","4","","","","375",37.91667,"BERKELEY, California, United States",141786,"1221",-122.25,"","00630","","5","3600","American Kestrel","053354828",12/27/1956,"27","12","1956","W",9.1,"3751222","14","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","66","375",37.91667,"",,"1222",-122.41667,"","","00","","","06","21","00",04/25/1958,"25","04","1958",2,1.83,"053354828","","N"
"3950753","0","72","3","0","11","3","Fix HP longitude to correspond to long deg blk.",33,"0","00","1","","","","395",39.91667,"Pennsylvania, United States",101402,"0753",-75.5,"","05334","","0","3600","American Kestrel","038318718",06/17/1940,"17","06","1940","SSW",123.3,"3820764","46","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","66","382",38.41667,"",,"0764",-76.75,"","","00","","","24","20","00",11/01/1941,"01","11","1941",2,1.42,"038318718","","N"
"4210723","0","47","3","0","11","3","",10,"0","00","1","","","","421",42.25,"GRANBY, Massachusetts, United States",92235,"0723",-72.58333,"","04196","","4","3600","American Kestrel","054399551",10/07/1956,"07","10","1956","",0,"4210723","47","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","45","421",42.25,"",,"0723",-72.58333,"","","03","","","25","21","00",02/24/1958,"24","02","1958",2,1.67,"054399551","","Y"
"3541055","3","60","4","0","11","3","",10,"0","00","3","","","","354",35.75,"SANTA FE, New Mexico, United States",89913,"1055",-105.91667,"","02166","","0","3600","American Kestrel","000113489",07/05/1924,"05","07","1924","",0,"3541055","60","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","3","","00","354",35.75,"",,"1055",-105.91667,"","","03","","","35","20","00",07/08/1924,"08","07","1924",0,.08,"000113489","","Y"
"3831213","1","14","3A","0","11","3","",10,"0","00","4","","","","383",38.58333,"6 W SACRAMENTO, California, United States",120418,"1213",-121.58333,"","06915","","5","3600","American Kestrel","053368343",01/08/1956,"08","01","1956","NE",14.6,"3841212","14","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","00","384",38.75,"",,"1212",-121.41667,"","","03","","","06","20","00",,"73","03","1957",99,,"053368343","","N"
"3820785","1","88","4","0","11","3","",10,"0","00","1","","","","382",38.41667,"HARRISONBURG, Virginia, United States",100387,"0785",-78.91667,"","06453","","4","3600","American Kestrel","044413076",03/09/1947,"09","03","1947","",0,"3820785","88","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","10","382",38.41667,"",,"0785",-78.91667,"","","03","","","51","20","00",12/13/1947,"13","12","1947",1,1.5,"044413076","","Y"
"4450931","1","50","3","0","11","7","",10,"0","00","2","","","","445",44.91667,"MINNEAPOLIS/S PAUL, Minnesota, United States",22084,"0931",-93.25,"","21405","","4","3600","American Kestrel","142348244",04/10/2001,"10","04","2001","NNW",124.8,"4630941","50","","9","E","B#33653; C#1004",10,"US","000",03/10/2004,"03","2004","0","","2","","53","463",46.58333,"",,"0941",-94.25,"","","08","","","27","23","01",04/25/2003,"25","04","2003",2,2.83,"142348244","1593-21921; ","N"
"3710802","4","88","3","0","11","3","",10,"0","00","1","","","","371",37.25,"BLACKSBURG, Virginia, United States",106740,"0802",-80.41667,"","06526","","0","3600","American Kestrel","049307730",05/31/1951,"31","05","1951","S",231.9,"3350795","80","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","01","335",33.91667,"",,"0795",-79.91667,"","","03","","","45","20","00",01/09/1953,"09","01","1953",2,1.67,"049307730","","N"
"4310782","2","61","3B","0","01","3","",10,"0","00","1","","","","431",43.25,"MEDINA, New York, United States",16078,"0782",-78.41667,"","23097","","4","3600","American Kestrel","159371309",12/26/2004,"26","12","2004","",0,"4310782","61","","","","B#05004; C#0206",10,"US","000",01/04/2005,"01","2005","0","","1","","14","431",43.25,"",,"0782",-78.41667,"","","03","","","36","21","06",12/31/2004,"31","12","2004",1,.5,"159371309","","Y"
"5111125","2","04","4","0","11","3","",10,"0","00","6","","","","511",51.25,"ROSEBUD, Alberta, Canada",128070,"1125",-112.91667,"","00113","","4","3600","American Kestrel","002462120",07/05/1933,"05","07","1933","SE",1513.8,"3200982","83","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","3","","00","320",32.08333,"",,"0982",-98.41667,"","","03","","","48","20","00",03/27/1934,"27","03","1934",1,.75,"002462120","","N"
"4130892","1","34","4","0","11","3","",10,"0","00","2","","","","413",41.58333,"OHIO, Illinois, United States",104735,"0892",-89.41667,"","03903","","4","3600","American Kestrel","000281559",01/05/1927,"05","01","1927","",0,"4130892","34","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","00","413",41.58333,"",,"0892",-89.41667,"","","03","","","17","20","00",01/11/1927,"11","01","1927",0,.58,"000281559","","Y"
"3850915","1","52","3A","0","11","8","",10,"0","00","2","","","","385",38.91667,"FULTON, Missouri, United States",19974,"0915",-91.91667,"","09759","","5","3600","American Kestrel","118376649",02/10/1973,"10","02","1973","",0,"3850915","52","","9","E","B#20852; create date from C#0476",10,"US","000",04/22/1976,"04","1976","0","","2","","66","385",38.91667,"",,"0915",-91.91667,"","","08","","","29","23","01",12/24/1974,"24","12","1974",2,2.5,"118376649","","Y"
"3851195","1","55","3A","0","11","3","",10,"0","00","4","","","","385",38.91667,"LK TAHOE, Nevada, United States",117301,"1195",-119.91667,"","06915","","4","3600","American Kestrel","051343717",10/03/1954,"03","10","1954","E",9,"3851194","55","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","01","385",38.91667,"",,"1194",-119.75,"","","03","","","32","20","00",02/17/1957,"17","02","1957",3,3.67,"051343717","","N"
"3421191","1","14","3A","0","11","7","",10,"0","00","4","","","","342",34.41667,"CASITAS SPRS, Ventura County California, United States",261906,"1191",-119.25,"","22030","","4","3600","American Kestrel","123328072",08/21/2005,"21","08","2005","S",11.5,"3411191","14","","Y","E","",10,"US","111",11/12/2007,"11","2007","0","","4","","00","341",34.25,"",,"1191",-119.25,"","OXNARD","03","","UNKNOWN","06","21","61",11/12/2007,"12","11","2007",3,3.42,"123328072","","N"
"3421191","1","14","3","0","11","3","",10,"0","00","4","","","","342",34.41667,"CASITAS SPRS, California, United States",120749,"1191",-119.25,"","00662","","4","3600","American Kestrel","050353781",12/08/1957,"08","12","1957","",0,"3421191","14","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","4","","01","342",34.41667,"",,"1191",-119.25,"","","03","","","06","21","00",02/28/1958,"28","02","1958",1,1.67,"050353781","","Y"
"4520754","1","68","3","0","11","3","",10,"0","00","6","","","","452",45.41667,"OTTAWA, Ontario, Canada",126647,"0754",-75.75,"","00519","","5","3600","American Kestrel","052362302",07/31/1954,"31","07","1954","",0,"4520754","68","","9","E","B#00000",10,"CA","000",01/01/1967,"01","1967","0","","6","","00","452",45.41667,"",,"0754",-75.75,"","","03","","","08","20","00",08/19/1954,"19","08","1954",1,1.17,"052362302","","Y"
"3910772","4","46","3B","0","01","3","Mod. per 21777_201409021549B; Mod. per 21777_201011091802B; Mod. per 21777_200909182220B;",0,"0","33","1","","","","391",39.26417,"1 mi NW from Tuscarora(1 mi. NW Tuscarora, by GPS), Frederick County Maryland, United States (Bandit ID: G-1)",269422,"0772",-77.48333,"","21777","","0","3600","American Kestrel","159352812",06/01/2005,"01","06","2005","W",5.4,"3910773","88","","E","E","AHY MALE",10,"US","107",01/14/2008,"01","2008","0","","1","","66","391",39.25,"ROUTE 15",,"0773",-77.58333,"","LUCKETTS","07","","AMERICAN KESTREL","51","23","07",01/13/2008,"13","01","2008",3,2.58,"159352812","","N"
"4330792","4","68","3","0","11","3","",10,"0","00","6","","","","433",43.58333,"TORONTO, Ontario, Canada",128497,"0792",-79.41667,"","00280","","0","3600","American Kestrel","042302084",06/04/1946,"04","06","1946","WSW",207,"4210830","68","","9","E","B#00000",10,"CA","000",01/01/1967,"01","1967","0","","6","","04","421",42.25,"",,"0830",-83.08333,"","","03","","","08","20","00",03/09/1947,"09","03","1947",1,.75,"042302084","","N"
"4331160","4","33","3","0","01","3","",10,"0","00","4","","","","433",43.58333,"8  E OF BOISE, Ada County Idaho, United States",35591,"1160",-116.08333,"","20537","","5","3600","American Kestrel","160316136",04/26/2005,"26","04","2005","WSW",14,"4331162","33","","E","E","",11,"US","001",11/02/2012,"11","2012","0","001","4","","00","433",43.51108,"",,"1162",-116.34442,"","BOISE","04","","HAWK","16","21","61",11/02/2012,"02","11","2012",8,7.58,"160316136","","N"
"4130723","3","18","5","0","11","3","",10,"0","00","1","","","","413",41.58333,"PORTLAND, Connecticut, United States",93730,"0723",-72.58333,"","02989","","0","3600","American Kestrel","000291221",06/19/1925,"19","06","1925","N",23,"4150723","18","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","01","415",41.91667,"",,"0723",-72.58333,"","","03","","","09","20","00",,"99","04","1930",5,4.83,"000291221","","N"
"3931045","1","17","3A","0","11","3","",10,"0","00","3","","","","393",39.58333,"ENGLEWOOD, Colorado, United States",108748,"1045",-104.91667,"","07705","","4","3600","American Kestrel","057376808",12/29/1956,"29","12","1956","W",8.9,"3931050","17","","9","E","B#00000; create date from C#1060",10,"US","000",10/31/1960,"10","1960","0","","3","","00","393",39.58333,"",,"1050",-105.08333,"","","03","","","08","21","00",,"63","07","1960",99,,"057376808","","N"
"4210723","0","47","3","0","11","3","",10,"0","00","1","","","","421",42.25,"GRANBY, Massachusetts, United States",92235,"0723",-72.58333,"","04196","","4","3600","American Kestrel","054399523",11/09/1953,"09","11","1953","S",11.5,"4200723","47","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","47","420",42.08333,"",,"0723",-72.58333,"","","02","","","25","20","00",,"78","12","1954",99,,"054399523","","N"
"4330792","1","68","3A","0","11","3","",10,"0","00","6","","","","433",43.58333,"TORONTO, Ontario, Canada",134577,"0792",-79.41667,"","00568","","5","3600","American Kestrel","051322201",12/03/1950,"03","12","1950","N",11.5,"4340792","68","","9","E","B#00000",10,"CA","000",01/01/1967,"01","1967","0","","6","","01","434",43.75,"",,"0792",-79.41667,"","","03","","","08","20","00",08/01/1951,"01","08","1951",2,2.17,"051322201","","N"
"3831213","1","14","3A","0","11","3","",10,"0","00","4","","","","383",38.58333,"6 W SACRAMENTO, California, United States",120418,"1213",-121.58333,"","06915","","5","3600","American Kestrel","053368329",10/09/1955,"09","10","1955","",0,"3831213","14","","9","E","B#00000; create date from C#0664",10,"US","000",06/30/1964,"06","1964","0","","4","","66","383",38.58333,"",,"1213",-121.58333,"","","00","","","06","20","00",01/12/1958,"12","01","1958",3,3.58,"053368329","","Y"
"3930870","2","35","5","0","11","3","",10,"0","00","2","","","","393",39.58333,"Indiana, United States",110351,"0870",-87.08333,"","03050","","0","3600","American Kestrel","000295875",06/15/1925,"15","06","1925","WSW",22.9,"3930873","35","","9","E","B#00000 Fix HP coord to correspond to degree blk.",60,"US","000",01/01/1967,"01","1967","0","","2","","01","393",39.5,"",,"0873",-87.5,"","","03","","","18","20","00",,"99","04","1926",1,.83,"000295875","","N"
"4130832","0","66","4","0","11","3","",10,"0","00","2","","","","413",41.58333,"MILLBURY, Ohio, United States",20719,"0832",-83.41667,"","03712","","4","3600","American Kestrel","039423502",05/25/1946,"25","05","1946","SE",14.4,"4120831","66","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","00","412",41.41667,"",,"0831",-83.25,"","","03","","","39","20","00",08/29/1946,"29","08","1946",1,.25,"039423502","","N"
"3941045","1","17","3","0","11","3","",10,"0","00","3","","","","394",39.75,"AURORA, Colorado, United States",111232,"1045",-104.91667,"","07173","","4","3600","American Kestrel","055330065",05/30/1958,"30","05","1958","",0,"3941045","17","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","3","","00","394",39.75,"",,"1045",-104.91667,"","","03","","","08","21","00",10/04/1958,"04","10","1958",1,1.33,"055330065","","Y"
"3330914","0","07","4","0","11","3","",10,"0","00","2","","","","333",33.58333,"MONTICELLO, Arkansas, United States",103761,"0914",-91.75,"","05181","","0","3600","American Kestrel","037401678",12/10/1937,"10","12","1937","",0,"3330914","07","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","66","333",33.58333,"",,"0914",-91.75,"","","00","","","05","20","00",12/15/1938,"15","12","1938",2,1.5,"037401678","","Y"
"4230802","4","68","3B","0","11","3","",10,"0","00","6","","","","423",42.58333,"Long Point Provincial Park, Ontario, Canada",5953,"0802",-80.41667,"","10763","","4","3600","American Kestrel","137303607",07/19/2005,"19","07","2005","WNW",35.7,"4240810","68","","E","E","",10,"CA","000",06/08/2010,"06","2010","0","000","6","","00","424",42.75,"QUAKER ROAD",,"0810",-81.08333,"","SPARTA","05","","AMERICAN KESTREL","08","23","07",06/07/2010,"07","06","2010",5,5,"137303607","","N"
"3810854","1","39","3","0","11","3","",10,"0","00","2","","","","381",38.25,"40 Club Lane, Louisville, Jefferson County Kentucky, United States",72532,"0854",-85.75,"","05411","","4","3600","American Kestrel","054376013",03/14/1954,"14","03","1954","",0,"3810854","39","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","00","381",38.25,"",,"0854",-85.75,"","","03","","","21","21","00",12/25/1958,"25","12","1958",5,5.5,"054376013","","Y"
"3900764","1","46","3","0","11","3","",10,"0","00","1","","","","390",39.08333,"FT MEADE, Maryland, United States",12857,"0764",-76.75,"","05718","","4","3600","American Kestrel","037342162",03/28/1944,"28","03","1944","S",46,"3820764","46","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","1","","01","382",38.41667,"",,"0764",-76.75,"","","03","","","24","20","00",03/30/1944,"30","03","1944",0,.75,"037342162","","N"
"3550835","0","82","4","0","11","3","",10,"0","00","2","","","","355",35.91667,"KNOXVILLE, Tennessee, United States",101158,"0835",-83.91667,"","02191","","0","3600","American Kestrel","000219857",06/21/1924,"21","06","1924","S",11.5,"3540835","82","","9","E","B#00000",10,"US","000",01/01/1967,"01","1967","0","","2","","00","354",35.75,"",,"0835",-83.91667,"","","03","","","47","20","00",01/25/1925,"25","01","1925",1,.58,"000219857","","N"
