B_10_MIN_BLOCK,B_AGE_CODE,B_REGION,B_BAND_SIZE_CODE,B_BAND_STATUS_CODE,B_BAND_TYPE_CODE,B_BIRD_STATUS,B_COMMENTS,B_COORD_PRECISION,B_DIRECTION_CODE,B_EXTRA_INFO_CODE,B_FLYWAY_CODE,B_HOW_AGED_CODE,B_HOW_CAPTURED,B_HOW_SEXED_CODE,B_LAT_10_MIN_BLK,B_LAT_DECIMAL_DEGREES,B_LOCATION_DESCRIPTION,B_LOCATION_ID,B_LON_10_MIN_BLK,B_LON_DECIMAL_DEGREES,B_MARKER_LONG_DESC,B_PERMIT_NUM,B_REMARKS,B_SEX_CODE,B_SPECIES_ID,B_SPECIES_NAME,BAND_NUM,BANDING_DATE,BANDING_DAY,BANDING_MONTH,BANDING_YEAR,BEARING,DISTANCE,E_10_MIN_BLOCK,E_REGION,E_CAPTURE_TIME,E_CERTIFICATE_FLAG,E_CERTIFICATE_LANGUAGE,E_COMMENTS,E_COORD_PRECISION,E_COUNTRY_CODE,E_COUNTY_CODE,E_CREATE_DATE,E_CREATE_MONTH,E_CREATE_YEAR,E_DIRECTION_CODE,E_ENC_COUNTY_ORIGINAL,E_FLYWAY_CODE,E_HOW_CAPTURED,E_HOW_OBTAINED_CODE,E_LAT_10_MIN_BLK,E_LAT_DECIMAL_DEGREES,E_LOCATION_DESCRIPTION,E_LOCATION_ID,E_LON_10_MIN_BLK,E_LON_DECIMAL_DEGREES,E_MARKER_LONG_DESC,E_PLACE_NAME,E_PRESENT_CONDITION_CODE,E_REMARKS,E_SPECIES_NAME,E_STATE_CODE,E_WHO_OBTAINED_CODE,E_WHY_REPORTED_CODE,ENCOUNTER_DATE,ENCOUNTER_DAY,ENCOUNTER_MONTH,ENCOUNTER_YEAR,HSS,MIN_AGE_AT_ENC,ORIGINAL_BAND,OTHER_BANDS,SAME_10_MIN_BLOCK
"4140740","1","61","3","0","11","3","",10,"0","00","1","","","","414",41.75,"NEW PALTZ, New York, United States",17251,"0740",-74.08333,"","06553","","4","3600","American Kestrel","054378934",10/25/1960,"25","10","1960","SW",14.4,"4130741","61","","9","E","B#00000; create date from C#0661",10,"US","000",07/18/1961,"07","1961","0","","1","","00","413",41.58333,"",,"0741",-74.25,"","","03","","","36","21","00",03/03/1961,"03","03","1961",1,1.75,"054378934","","N"
"4130741","1","61","3","0","11","3","",10,"0","00","1","","","","413",41.58333,"WALDEN, New York, United States",92279,"0741",-74.25,"","06553","","5","3600","American Kestrel","054378947",02/11/1961,"11","02","1961","",0,"4130741","61","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","1","","00","413",41.58333,"",,"0741",-74.25,"","","03","","","36","21","00",,"62","03","1962",99,,"054378947","","Y"
"4130741","1","61","3","0","11","3","",10,"0","00","1","","","","413",41.58333,"WALDEN, New York, United States",92279,"0741",-74.25,"","06553","","4","3600","American Kestrel","054378949",02/15/1961,"15","02","1961","",0,"4130741","61","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","1","","00","413",41.58333,"",,"0741",-74.25,"","","03","","","36","21","00",,"66","02","1962",99,,"054378949","","Y"
"4140740","1","61","3","0","11","3","",10,"0","00","1","","","","414",41.75,"NEW PALTZ, New York, United States",17251,"0740",-74.08333,"","06553","","5","3600","American Kestrel","054378957",02/27/1962,"27","02","1962","",0,"4140740","61","","9","E","B#00000; create date from C#0662",10,"US","000",06/30/1962,"06","1962","0","","1","","00","414",41.75,"",,"0740",-74.08333,"","","03","","","36","21","00",,"70","03","1962",99,,"054378957","","Y"
"4140740","1","61","3","0","11","3","",10,"0","00","1","","","","414",41.75,"NEW PALTZ, New York, United States",17251,"0740",-74.08333,"","06553","","4","3600","American Kestrel","054378958",02/27/1962,"27","02","1962","SW",14.4,"4130741","61","","9","E","B#00000; create date from C#0566",10,"US","000",05/31/1966,"05","1966","0","","1","","28","413",41.58333,"",,"0741",-74.25,"","","03","","","36","20","01",01/29/1966,"29","01","1966",4,4.58,"054378958","","N"
"3321043","1","60","3","0","11","3","",10,"0","00","3","","","","332",33.41667,"ROSWELL, New Mexico, United States",22769,"1043",-104.58333,"","06274","","4","3600","American Kestrel","054347101",02/03/1960,"03","02","1960","E",9.6,"3321042","60","","9","E","B#00000; create date from C#0661",10,"US","000",07/18/1961,"07","1961","0","","3","","00","332",33.41667,"",,"1042",-104.41667,"","","03","","","35","22","00",01/20/1961,"20","01","1961",1,1.58,"054347101","","N"
"3650984","1","67","3","0","11","3","",10,"0","00","3","","","","365",36.91667,"9  W OF CAPRON, Oklahoma, United States",13363,"0984",-98.75,"","05695","","4","3600","American Kestrel","054372554",02/03/1979,"03","02","1979","",0,"3650984","67","","9","E","B#23285; C#0879",10,"US","000",08/12/1979,"08","1979","0","","3","","12","365",36.91667,"",,"0984",-98.75,"","","04","","","40","22","01",,"41","02","1979",0,.67,"054372554","","Y"
"3850951","4","38","3","0","11","3","",10,"0","00","3","","","","385",38.91667,"LAWRENCE, Kansas, United States",109034,"0951",-95.25,"","07157","","0","3600","American Kestrel","054349130",06/01/1964,"01","06","1964","SSW",626.2,"3000974","83","","9","E","B#00000; create date from C#0665",10,"US","000",07/18/1965,"07","1965","0","","3","","66","300",30.08333,"",,"0974",-97.75,"","","00","","","48","21","00",12/24/1964,"24","12","1964",1,.5,"054349130","","N"
"3940750","4","59","3A","0","11","3","",10,"0","00","1","","","","394",39.75,"SEWELL, New Jersey, United States",130892,"0750",-75.08333,"","07109","","0","3600","American Kestrel","057319472",08/20/1963,"20","08","1963","SSW",258.1,"3610764","63","","9","E","B#00000; create date from C#0164",10,"US","000",01/31/1964,"01","1964","0","","1","","47","361",36.25,"",,"0764",-76.75,"","","02","","","37","21","00",12/17/1963,"17","12","1963",1,.5,"057319472","","N"
"3641194","2","14","3A","0","11","8","",10,"0","00","4","","","","364",36.75,"FRESNO, California, United States",713,"1194",-119.75,"","07553","","5","3600","American Kestrel","057327467",05/03/1972,"03","05","1972","",0,"3641194","14","","9","E","B#08123; create date from C#1172",10,"US","000",11/30/1972,"11","1972","0","","4","","28","364",36.75,"",,"1194",-119.75,"","","10","","","06","22","00",07/10/1972,"10","07","1972",0,.17,"057327467","","Y"
"3630820","0","82","3A","0","11","3","",10,"0","00","2","","","","363",36.58333,"Tennessee, United States",102247,"0820",-82.08333,"","09074","","4","3600","American Kestrel","057343670",12/30/1979,"30","12","1979","NNE",242.9,"3930794","90","","9","E","B#24275; C#1080",10,"US","000",10/07/1980,"10","1980","0","","1","","00","393",39.58333,"",,"0794",-79.75,"","","05","","","54","21","01",06/18/1980,"18","06","1980",1,1,"057343670","","N"
"3620821","1","82","3A","0","11","3","",10,"0","00","2","","","","362",36.41667,"BLUFF CITY, Tennessee, United States",106903,"0821",-82.25,"","09074","","4","3600","American Kestrel","057343676",01/01/1980,"01","01","1980","N",11.5,"3630821","82","","9","E","B#28361; C#0585",10,"US","000",02/04/1985,"02","1985","0","","2","","00","363",36.58333,"",,"0821",-82.25,"","","05","","","47","22","01",12/01/1984,"01","12","1984",5,5.5,"057343676","","N"
"3630815","1","88","3A","0","11","3","",10,"0","00","1","","","","363",36.58333,"Virginia, United States",94900,"0815",-81.91667,"","09074","","5","3600","American Kestrel","057343612",02/14/1970,"14","02","1970","NW",14.8,"3640820","88","","9","E","B#07276; create date from C#0871",10,"US","000",08/31/1971,"08","1971","0","","1","","28","364",36.75,"",,"0820",-82.08333,"","","05","","","51","21","01",,"42","06","1971",1,2,"057343612","","N"
"3921185","4","55","3A","0","11","3","",10,"0","00","4","","","","392",39.41667,"West Fallon , Churchill County Nevada, United States",92844,"1185",-118.91667,"","06816","","0","3600","American Kestrel","057306325",07/02/1967,"02","07","1967","SSE",406.6,"3341165","14","","9","E","B#05015; create date from C#0370",10,"US","000",03/31/1970,"03","1970","0","","4","","04","334",33.75,"",,"1165",-116.91667,"","","08","","","06","21","01",11/15/1969,"15","11","1969",3,2.42,"057306325","","N"
"4030755","1","72","4","0","21","3","",10,"0","00","1","","","","403",40.58333,"Hawk Mountain Sanctuary, Berks County Pennsylvania, United States",76827,"0755",-75.91667,"","09027","","4","3600","American Kestrel","058402522",06/06/1971,"06","06","1971","E",17.5,"4030753","72","","9","E","B#07444; create date from C#1271",10,"US","000",12/31/1971,"12","1971","0","","1","","45","403",40.58333,"",,"0753",-75.58333,"","","03","","","42","21","01",10/19/1971,"19","10","1971",1,1.33,"058402522","","N"
"4030755","4","72","4","0","21","3","",10,"0","00","1","","","","403",40.58333,"Hawk Mountain Sanctuary, Berks County Pennsylvania, United States",76827,"0755",-75.91667,"","09027","","0","3600","American Kestrel","058402540",06/06/1971,"06","06","1971","SSW",728.5,"3130824","27","","9","E","B#07409; create date from C#1271",10,"US","000",12/31/1971,"12","1971","0","","1","","01","313",31.58333,"",,"0824",-82.75,"","","05","","","13","21","01",09/24/1971,"24","09","1971",1,.25,"058402540","","N"
"4021114","1","85","3A","0","11","3","",10,"0","00","4","","","","402",40.41667,"Utah, United States",119709,"1114",-111.75,"","08701","","4","3600","American Kestrel","067378001",08/27/1962,"27","08","1962","",0,"4021114","85","","9","E","B#00000; create date from C#0463",10,"US","000",04/30/1963,"04","1963","0","","4","","01","402",40.41667,"",,"1114",-111.75,"","","03","","","49","21","00",12/27/1962,"27","12","1962",1,1.5,"067378001","","Y"
"4251123","4","33","3A","0","11","3","",10,"0","00","4","","","","425",42.91667,"8  W OF POCATELLO, Idaho, United States",48243,"1123",-112.58333,"","08404","","5","3600","American Kestrel","067378550",05/20/1977,"20","05","1977","E",8.4,"4251122","33","","9","E","B#23412; C#0879",10,"US","000",08/12/1979,"08","1979","0","","4","","66","425",42.91667,"",,"1122",-112.41667,"","","07","","","16","23","02",07/15/1978,"15","07","1978",1,1.17,"067378550","","N"
"2720801","2","25","3A","0","11","3","",10,"0","00","1","","","","272",27.41667,"FT PIERCE, Florida, United States",101089,"0801",-80.25,"","07990","","5","3600","American Kestrel","067359803",12/17/1966,"17","12","1966","NNE",1299.9,"4410694","44","","9","E","B#03751; create date from C#0868",10,"US","000",08/31/1968,"08","1968","0","","1","","14","441",44.25,"",,"0694",-69.75,"","","05","","","23","21","01",04/28/1968,"28","04","1968",2,1.83,"067359803","","N"
"2720801","2","25","3A","0","11","3","",10,"0","00","1","","","","272",27.41667,"FT PIERCE, Florida, United States",101089,"0801",-80.25,"","07990","","5","3600","American Kestrel","067359807",12/18/1966,"18","12","1966","",0,"2720801","25","","9","E","B#03726; create date from C#0868",10,"US","000",08/31/1968,"08","1968","0","","1","","00","272",27.41667,"",,"0801",-80.25,"","","03","","","12","21","01",03/03/1968,"03","03","1968",2,1.75,"067359807","","Y"
"2740802","2","25","3A","0","11","3","",10,"0","00","1","","","","274",27.75,"WABASSO, Florida, United States",10622,"0802",-80.41667,"","07990","","5","3600","American Kestrel","067359826",12/28/1966,"28","12","1966","S",11.5,"2730802","25","","9","E","B#03186; create date from C#0568",10,"US","000",05/31/1968,"05","1968","0","","1","","17","273",27.58333,"",,"0802",-80.41667,"","","05","","","12","21","01",,"99","10","1967",2,1.33,"067359826","","N"
"2720801","2","25","3A","0","11","3","",10,"0","00","1","","","","272",27.41667,"FT PIERCE, Florida, United States",101089,"0801",-80.25,"","07990","","5","3600","American Kestrel","067359841",10/18/1967,"18","10","1967","",0,"2720801","25","","9","E","B#03739; create date from C#0868",10,"US","000",08/31/1968,"08","1968","0","","1","","45","272",27.41667,"",,"0801",-80.25,"","","05","","","12","20","02",,"99","03","1968",1,.75,"067359841","","Y"
"2730802","1","25","3A","0","11","3","",10,"0","00","1","","","","273",27.58333,"VERO BEACH, Florida, United States",40625,"0802",-80.41667,"","07990","","5","3600","American Kestrel","067359850",02/13/1968,"13","02","1968","NNW",318.5,"3200813","27","","9","E","B#04837; create date from C#1069",10,"US","000",12/31/1969,"12","1969","0","","1","","45","320",32.08333,"",,"0813",-81.58333,"","","05","","","13","21","01",09/24/1969,"24","09","1969",2,2.25,"067359850","","N"
"4240842","4","49","3","0","11","3","",10,"0","00","2","","","","424",42.75,"HASLETT, Michigan, United States",97741,"0842",-84.41667,"","08396","","5","3600","American Kestrel","068340267",06/09/1965,"09","06","1965","WNW",35.7,"4250850","49","","9","E","B#08167; create date from C#1172",10,"US","000",11/30/1972,"11","1972","0","","2","","20","425",42.91667,"",,"0850",-85.08333,"","","03","","","26","21","01",06/27/1972,"27","06","1972",7,7,"068340267","","N"
"4040731","0","61","3","0","11","3","",10,"0","00","1","","","","404",40.75,"ISLIP, New York, United States",91096,"0731",-73.25,"","03618","","0","3600","American Kestrel","068342972",02/22/1961,"22","02","1961","E",8.7,"4040730","61","","9","E","B#00000; create date from C#0463",10,"US","000",04/30/1963,"04","1963","0","","1","","00","404",40.75,"",,"0730",-73.08333,"","","03","","","36","21","00",,"53","01","1963",99,,"068342972","","N"
"4230710","1","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"N READING, Massachusetts, United States",93214,"0710",-71.08333,"","08300","","4","3600","American Kestrel","068360030",03/19/1961,"19","03","1961","",0,"4230710","47","","9","E","B#00000; create date from C#0961",10,"US","000",10/26/1961,"10","1961","0","","1","","00","423",42.58333,"",,"0710",-71.08333,"","","03","","","25","21","00",04/14/1961,"14","04","1961",0,.83,"068360030","","Y"
"4230710","4","47","3","0","11","3","",10,"0","00","1","","","","423",42.58333,"N READING, Massachusetts, United States",93214,"0710",-71.08333,"","08300","","5","3600","American Kestrel","068360059",06/04/1961,"04","06","1961","S",46,"4150710","47","","9","E","B#00000; create date from C#0563",10,"US","000",05/31/1963,"05","1963","0","","1","","13","415",41.91667,"",,"0710",-71.08333,"","","03","","","25","21","00",03/20/1963,"20","03","1963",2,1.75,"068360059","","N"
"4240705","1","47","3","0","11","3","",10,"0","00","1","","","","424",42.75,"Massachusetts, United States",107089,"0705",-70.91667,"","09055","","4","3600","American Kestrel","068374808",02/01/1970,"01","02","1970","E",8.5,"4240704","47","","9","E","B#08728; create date from C#0473",10,"US","000",04/30/1973,"04","1973","0","","1","","66","424",42.75,"",,"0704",-70.75,"","","07","","","25","23","01",02/23/1973,"23","02","1973",3,3.67,"068374808","","N"
"3841044","0","17","3","0","11","3","",10,"0","00","3","","","","384",38.75,"11 S OF PAPETON, Colorado, United States",114301,"1044",-104.75,"","08503","","4","3600","American Kestrel","068398973",01/04/1964,"04","01","1964","",0,"3841044","17","","9","E","B#00000; create date from C#0565",10,"US","000",06/15/1965,"06","1965","0","","3","","00","384",38.75,"",,"1044",-104.75,"","","03","","","08","21","00",01/23/1965,"23","01","1965",1,1,"068398973","","Y"
"3850745","2","59","3","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",92899,"0745",-74.91667,"","08491","","4","3600","American Kestrel","068395904",10/27/1969,"27","10","1969","SSW",148.4,"3650755","88","","9","E","B#07532; create date from C#1271",10,"US","000",12/31/1971,"12","1971","0","","1","","00","365",36.91667,"",,"0755",-75.91667,"","","05","","","51","21","01",10/21/1971,"21","10","1971",3,2.33,"068395904","","N"
"4140723","2","18","3","0","11","3","",10,"0","00","1","","","","414",41.75,"GLASTONBURY, Connecticut, United States",30558,"0723",-72.58333,"","08491","","4","3600","American Kestrel","068395919",11/29/1969,"29","11","1969","",0,"4140723","18","","9","E","B#07174; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","1","","00","414",41.75,"",,"0723",-72.58333,"","","05","","","09","21","01",03/15/1971,"15","03","1971",2,1.75,"068395919","","Y"
"3850745","2","59","3","0","11","3","",10,"0","00","1","","","","385",38.91667,"CAPE MAY, New Jersey, United States",92899,"0745",-74.91667,"","08491","","4","3600","American Kestrel","068395949",10/04/1970,"04","10","1970","SSW",116.9,"3720755","88","","9","E","B#07100; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","1","","00","372",37.41667,"",,"0755",-75.91667,"","","03","","","51","21","01",02/27/1971,"27","02","1971",1,.67,"068395949","","N"
"4251123","1","33","3","0","11","3","",10,"0","00","4","","","","425",42.91667,"8  W OF POCATELLO, Idaho, United States",48243,"1123",-112.58333,"","08404","","4","3600","American Kestrel","068381896",05/20/1977,"20","05","1977","E",8.4,"4251122","33","","9","E","B#23412; C#0879",10,"US","000",08/12/1979,"08","1979","0","","4","","66","425",42.91667,"",,"1122",-112.41667,"","","07","","","16","23","02",06/23/1978,"23","06","1978",1,2,"068381896","","N"
"4110745","1","59","3","0","11","3","",10,"0","00","1","","","","411",41.25,"BEVANS, New Jersey, United States",92014,"0745",-74.91667,"","09767","","4","3600","American Kestrel","072320312",04/18/1972,"18","04","1972","",0,"4110745","59","","9","E","B#09279; create date from C#0476",10,"US","000",04/22/1976,"04","1976","0","","1","","50","411",41.25,"",,"0745",-74.91667,"","","05","","","34","23","01",,"99","82","1973",99,,"072320312","","Y"
"4050745","1","59","3","0","11","3","",10,"0","00","1","","","","405",40.91667,"GREAT MEADOWS, New Jersey, United States",101005,"0745",-74.91667,"","09767","","5","3600","American Kestrel","072320548",02/02/1975,"02","02","1975","E",8.7,"4050744","59","","9","E","B#20221; create date from C#0975",10,"US","000",09/30/1975,"09","1975","0","","1","","21","405",40.91667,"",,"0744",-74.75,"","","06","","","34","21","01",06/18/1975,"18","06","1975",0,1,"072320548","","N"
"3910760","1","46","3","0","11","3","",10,"0","00","1","","","","391",39.25,"CHESTERTOWN, Maryland, United States",100722,"0760",-76.08333,"","09767","","4","3600","American Kestrel","072320550",02/15/1975,"15","02","1975","",0,"3910760","46","","9","E","B#20795; create date from C#0576",10,"US","000",05/20/1976,"05","1976","0","","1","","66","391",39.25,"",,"0760",-76.08333,"","","07","","","24","23","01",02/21/1976,"21","02","1976",1,1.67,"072320550","","Y"
"3910760","1","46","3","0","11","3","",10,"0","00","1","","","","391",39.25,"CHESTERTOWN, Maryland, United States",100722,"0760",-76.08333,"","09767","","4","3600","American Kestrel","072320552",02/15/1975,"15","02","1975","",0,"3910760","46","","9","E","B#20743; create date from C#0476",10,"US","000",04/22/1976,"04","1976","0","","1","","66","391",39.25,"",,"0760",-76.08333,"","","07","","","24","23","01",02/14/1976,"14","02","1976",1,1.67,"072320552","","Y"
"4550940","2","50","3","0","11","3","",10,"0","00","2","","","","455",45.91667,"BUCKMAN, Minnesota, United States",30198,"0940",-94.08333,"","08077","","4","3600","American Kestrel","072318169",08/05/1973,"05","08","1973","",0,"4550940","50","","9","E","B#20020; create date from C#0475",10,"US","000",04/30/1975,"04","1975","0","","2","","03","455",45.91667,"",,"0940",-94.08333,"","","04","","","27","22","01",11/15/1974,"15","11","1974",2,1.42,"072318169","","Y"
"4520940","1","50","3","0","11","3","",10,"0","00","2","","","","452",45.41667,"CLEARWATER, Minnesota, United States",55145,"0940",-94.08333,"","08077","","5","3600","American Kestrel","072318128",04/14/1972,"14","04","1972","ESE",46.6,"4500931","50","","9","E","B#28527; C#1485",10,"US","000",04/08/1985,"04","1985","0","","2","","45","450",45.08333,"",,"0931",-93.25,"","","05","","","27","21","01",,"99","82","1980",8,9,"072318128","","N"
"4140740","4","61","3","0","11","3","",10,"0","00","1","","","","414",41.75,"NEW PALTZ, New York, United States",17251,"0740",-74.08333,"","06553","","4","3600","American Kestrel","072393923",07/21/1963,"21","07","1963","SW",14.4,"4130741","61","","9","E","B#00000; create date from C#1163",10,"US","000",11/30/1963,"11","1963","0","","1","","14","413",41.58333,"",,"0741",-74.25,"","","03","","","36","23","00",08/12/1963,"12","08","1963",1,.17,"072393923","","N"
"4001050","1","17","3","0","11","3","",10,"0","00","3","","","","400",40.08333,"LONGMONT, Colorado, United States",136211,"1050",-105.08333,"","06549","","4","3600","American Kestrel","072349181",09/17/1967,"17","09","1967","SSE",400.7,"3431024","83","","9","E","B#04554; create date from C#0769",10,"US","000",09/12/1969,"09","1969","0","","3","","13","343",34.58333,"",,"1024",-102.75,"","","05","","","48","21","01",04/17/1969,"17","04","1969",2,2.83,"072349181","","N"
"4000752","2","72","3","0","11","3","",10,"0","00","1","","","","400",40.08333,"NORRISTOWN, Pennsylvania, United States",134334,"0752",-75.41667,"","08861","","5","3600","American Kestrel","072380927",03/12/1964,"12","03","1964","",0,"4000752","72","","9","E","B#00000; create date from C#0766",10,"US","000",07/31/1966,"07","1966","0","","1","","28","400",40.08333,"",,"0752",-75.41667,"","","10","","","42","23","01",03/02/1966,"02","03","1966",2,2,"072380927","","Y"
"4010753","0","72","3","0","11","3","",10,"0","00","1","","","","401",40.25,"PARKER FORD, Pennsylvania, United States",91824,"0753",-75.58333,"","08861","","4","3600","American Kestrel","072380944",01/05/1966,"05","01","1966","SSW",24.6,"3950754","72","","9","E","B#00000; create date from C#0567",10,"US","000",07/01/1967,"07","1967","0","","1","","00","395",39.91667,"",,"0754",-75.75,"","","03","","","42","21","01",01/14/1967,"14","01","1967",1,1,"072380944","","N"
"4010753","1","72","3","0","11","3","",10,"0","00","1","","","","401",40.25,"PARKER FORD, Pennsylvania, United States",91824,"0753",-75.58333,"","08861","","0","3600","American Kestrel","072380980",03/03/1966,"03","03","1966","SSE",24.6,"3950752","72","","9","E","B#06353; create date from C#0870",10,"US","000",08/31/1970,"08","1970","0","","1","","00","395",39.91667,"",,"0752",-75.41667,"","","03","","","42","21","01",04/25/1970,"25","04","1970",4,4.83,"072380980","","N"
"4010761","1","72","3","0","11","3","",10,"0","00","1","","","","401",40.25,"CLAY, Pennsylvania, United States",137952,"0761",-76.25,"","08861","","4","3600","American Kestrel","072380984",03/03/1969,"03","03","1969","",0,"4010761","72","","9","E","B#04979; create date from C#0470",10,"US","000",04/30/1970,"04","1970","0","","1","","00","401",40.25,"",,"0761",-76.25,"","","05","","","42","21","01",10/12/1969,"12","10","1969",1,1.33,"072380984","","Y"
"4041115","1","85","3","0","11","3","",10,"0","00","4","","","","404",40.75,"SALT LK CITY, Utah, United States",115573,"1115",-111.91667,"","09263","","4","3600","American Kestrel","072376318",11/08/1969,"08","11","1969","",0,"4041115","85","","9","E","B#04998; create date from C#0470",10,"US","000",04/30/1970,"04","1970","0","","4","","21","404",40.75,"",,"1115",-111.91667,"","","10","","","49","21","01",11/11/1969,"11","11","1969",1,1.42,"072376318","","Y"
"4011100","4","85","3","0","11","3","",10,"0","00","4","","","","401",40.25,"IOKA, Utah, United States",47988,"1100",-110.08333,"","09263","","5","3600","American Kestrel","072376376",06/09/1976,"09","06","1976","",0,"4011100","85","","9","E","B#27447; C#3283",10,"US","000",08/12/1983,"08","1983","0","","4","","50","401",40.25,"",,"1100",-110.08333,"","","05","","","49","23","01",06/22/1983,"22","06","1983",99,,"072376376","","Y"
"4011100","1","85","3","0","11","3","",10,"0","00","4","","","","401",40.25,"IOKA, Utah, United States",47988,"1100",-110.08333,"","09263","","5","3600","American Kestrel","072376391",06/20/1979,"20","06","1979","W",8.8,"4011101","85","","9","E","B#23909; C#0580",10,"US","000",05/20/1980,"05","1980","0","","4","","03","401",40.25,"",,"1101",-110.25,"","","04","","","49","22","01",07/08/1979,"08","07","1979",0,1.08,"072376391","","N"
"2740802","5","25","3","0","11","3","",10,"0","00","1","","","","274",27.75,"WABASSO, Florida, United States",10622,"0802",-80.41667,"","07990","","5","3600","American Kestrel","072377288",03/16/1967,"16","03","1967","NNE",1281.6,"4440710","58","","9","E","B#00000; create date from C#1067",10,"US","000",12/31/1967,"12","1967","0","","1","","00","444",44.75,"",,"0710",-71.08333,"","","05","","","33","21","01",04/07/1967,"07","04","1967",0,.83,"072377288","","N"
"4200925","2","36","3","0","11","4","",10,"0","00","2","","","","420",42.08333,"MARSHALLTOWN, Iowa, United States",104165,"0925",-92.91667,"","08852","","4","3600","American Kestrel","072378071",09/27/1963,"27","09","1963","",0,"4200925","36","","9","E","B#00000; create date from C#0964",10,"US","000",09/30/1964,"09","1964","0","","2","","01","420",42.08333,"",,"0925",-92.91667,"","","03","","","19","21","00",,"99","07","1964",1,1.08,"072378071","","Y"
"4240770","1","61","3A","0","11","3","",10,"0","00","1","","","","424",42.75,"BELLONA, New York, United States",5640,"0770",-77.08333,"","05667","","5","3600","American Kestrel","073303801",02/07/1965,"07","02","1965","",0,"4240770","61","","9","E","B#00000; create date from C#0566",10,"US","000",05/31/1966,"05","1966","0","","1","","28","424",42.75,"",,"0770",-77.08333,"","","00","","","36","21","01",01/31/1966,"31","01","1966",1,1.58,"073303801","","Y"
"4000750","1","72","3","0","18","3","",10,"0","00","1","","","","400",40.08333,"JENKINTOWN, Pennsylvania, United States",89671,"0750",-75.08333,"","09413","","4","3600","American Kestrel","077355590",01/16/1972,"16","01","1972","",0,"4000750","72","","9","E","B#08124; create date from C#0972",10,"US","000",09/30/1972,"09","1972","0","","1","","00","400",40.08333,"",,"0750",-75.08333,"","","05","","","42","23","01",02/27/1972,"27","02","1972",0,.67,"077355590","","Y"
"4430895","0","91","3","0","11","3","",10,"0","00","2","","","","443",44.58333,"11 N OF VESPER, Wisconsin, United States",23277,"0895",-89.91667,"","09181","","4","3600","American Kestrel","079319416",03/28/1966,"28","03","1966","",0,"4430895","91","","9","E","B#09587; create date from C#1074",10,"US","000",10/31/1974,"10","1974","0","","2","","21","443",44.58333,"",,"0895",-89.91667,"","","05","","","55","21","01",,"41","08","1974",9,8.42,"079319416","","Y"
"4430900","0","91","3","0","11","3","",10,"0","00","2","","","","443",44.58333,"ARPIN, Wisconsin, United States",102982,"0900",-90.08333,"","09181","","5","3600","American Kestrel","079319462",06/17/1967,"17","06","1967","SSW",1081,"2930954","83","","9","E","B#06330; create date from C#0670",10,"US","000",06/30/1970,"06","1970","0","","3","","45","293",29.58333,"",,"0954",-95.75,"","","05","","","48","22","01",,"99","12","1969",3,2.5,"079319462","","N"
"4430895","1","91","3","0","11","3","",10,"0","00","2","","","","443",44.58333,"11 N OF VESPER, Wisconsin, United States",23277,"0895",-89.91667,"","09181","","5","3600","American Kestrel","079319473",04/18/1968,"18","04","1968","SSW",966.8,"3140970","83","","9","E","B#03938; create date from C#0169",10,"US","000",02/05/1969,"02","1969","0","","3","","12","314",31.75,"",,"0970",-97.08333,"","","05","","","48","21","01",09/27/1968,"27","09","1968",1,1.25,"079319473","","N"
"3940845","4","35","3","0","11","3","",10,"0","00","2","","","","394",39.75,"BOSTON, Indiana, United States",54417,"0845",-84.91667,"","06528","","4","3600","American Kestrel","079312685",05/26/1985,"26","05","1985","ESE",45.8,"3930840","66","","9","E","B#29286; C#2486",10,"US","000",06/17/1986,"06","1986","0","","2","","66","393",39.58333,"",,"0840",-84.08333,"","","07","","","39","23","00",12/24/1985,"24","12","1985",1,.58,"079312685","","N"
"4100744","1","59","3","0","11","3","",10,"0","00","1","","","","410",41.08333,"NEWTON, New Jersey, United States",92236,"0744",-74.75,"","07848","","4","3600","American Kestrel","082360457",04/18/1967,"18","04","1967","SSW",567.1,"3340792","80","","9","E","B#08593; create date from C#0473",10,"US","000",04/30/1973,"04","1973","0","","1","","21","334",33.75,"",,"0792",-79.41667,"","","07","","","45","21","01",12/25/1972,"25","12","1972",6,6.5,"082360457","","N"
"4230811","0","68","3","0","11","3","",10,"0","00","6","","","","423",42.58333,"11 S OF FINGAL, Ontario, Canada",131797,"0811",-81.25,"","10170","","4","3600","American Kestrel","082370720",09/18/1969,"18","09","1969","SSE",150.7,"4030800","72","","9","E","B#07097; create date from C#0671",10,"US","000",06/30/1971,"06","1971","0","","1","","66","403",40.58333,"",,"0800",-80.08333,"","","07","","","42","23","01",03/14/1971,"14","03","1971",2,1.75,"082370720","","N"
